dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,advancedplacement_courses,online_ap_courses,start_time,end_time,se_services,ell_programs,school_accessibility_description,number_programs,Location 1
30Q445,William Cullen Bryant High School,Queens,9,12,11103,2627,,"Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, European History, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History, World History",,8:45 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Not Functionally Accessible,3,"48-10 31 Avenue
Astoria, NY 11103
(40.75812467500049, -73.91033330899967)"
30Q450,Long Island City High School,Queens,9,12,11106,2522,,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Italian Language and Culture, Music Theory, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History",,8:29 AM,3:50 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,7,"14-30 Broadway
Astoria, NY 11106
(40.765763938000475, -73.93272598499965)"
30Q501,Frank Sinatra School of the Arts High School,Queens,9,12,11106,756,,"Calculus AB, Calculus BC, English Language and Composition, Physics B, United States History, World History",,7:45 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,6,"35-12 35Th Avenue
Astoria, NY 11106
(40.75652807400047, -73.92514064399967)"
30Q502,Information Technology High School,Queens,9,12,11101,920,,"Calculus AB, English Language and Composition",,7:15 AM,2:05 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"21-16 44Th Road
Long Island City, NY 11101
(40.74792352300045, -73.94656565899965)"
30Q555,Newcomers High School,Queens,9,12,11101,929,International School,"Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Transitional Bilingual Program: Chinese, Spanish",Not Functionally Accessible,1,"28-01 41 Avenue
Long Island City, NY 11101
(40.751380834000486, -73.93744971899963)"
30Q575,Academy of American Studies,Queens,9,12,11101,810,,"Art History, Biology, Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, European History, Human Geography, Macroeconomics, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History",,9:50 AM,4:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"28-04 41 Avenue
Long Island City, NY 11101
(40.751300578000496, -73.93742387699967)"
30Q580,Baccalaureate School for Global Education,Queens,7,12,11106,500,,,,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"34-12 36 Avenue
Astoria, NY 11106
(40.75517483300047, -73.92682361399966)"
31R047,CSI High School for International Studies,Staten Island,9,12,10314,527,,"Biology, Calculus AB, Comparative Government and Politics, English Literature and Composition, Studio Art: 2-D Design, United States History",,7:30 AM,3:50 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"100 Essex Drive
Staten Island, NY 10314
(40.58202202600046, -74.15784841899966)"
31R064,Gaynor McCown Expeditionary Learning School,Staten Island,9,12,10314,467,,"Biology, Calculus AB, English Literature and Composition, United States History, World History",,8:00 AM,2:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"100 Essex Drive
Staten Island, NY 10314
(40.58202202600046, -74.15784841899966)"
31R080,The Michael J. Petrides School,Staten Island,K,12,10301,1272,,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Human Geography, Psychology, Statistics, United States Government and Politics, United States History, World History",,8:00 AM,2:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"715 Ocean Terrace
Staten Island, NY 10301
(40.60745302400045, -74.10148222999965)"
31R440,New Dorp High School,Staten Island,9,12,10306,2734,,"Biology, Calculus AB, Computer Science A, English Literature and Composition, United States History, World History","Art History, Calculus BC, Macroeconomics, Microeconomics",8:05 AM,3:10 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,9,"465 New Dorp Lane
Staten Island, NY 10306
(40.5691824270005, -74.10730080799965)"
31R445,Port Richmond High School,Staten Island,9,12,10302,1794,,"Art History, Biology, Calculus AB, Comparative Government and Politics, English Language and Composition, English Literature and Composition, Italian Language and Culture, Physics B, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, World History",,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,8,"85 St Josephs Avenue
Staten Island, NY 10302
(40.63384298700049, -74.14210688899965)"
31R450,Curtis High School,Staten Island,9,12,10301,2396,,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, European History, French Language and Culture, Italian Language and Culture, Music Theory, Physics B, Spanish Language and Culture, Statistics, Studio Art: Drawing, United States History",,9:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,10,"105 Hamilton Avenue
Staten Island, NY 10301
(40.64474490100048, -74.08134127399967)"
31R455,Tottenville High School,Staten Island,9,12,10312,3957,,"Biology, Calculus BC, Chemistry, English Literature and Composition, Physics B, Psychology, United States Government and Politics, United States History",,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,4,"100 Luten Avenue
Staten Island, NY 10312
(40.528228767000485, -74.19215369799963)"
31R460,Susan E. Wagner High School,Staten Island,9,12,10314,3461,,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, French Language and Culture, Human Geography, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,8:16 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,8,"1200 Manor Road
Staten Island, NY 10314
(40.59865238600048, -74.12310475899966)"
31R600,Ralph R. McKee Career and Technical Education High School,Staten Island,9,12,10301,632,CTE School,"Biology, English Language and Composition, English Literature and Composition",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,6,"290 St Marks Place
Staten Island, NY 10301
(40.642741044000445, -74.07871106299967)"
31R605,Staten Island Technical High School,Staten Island,9,12,10306,1235,Specialized School,"Biology, Calculus AB, Calculus BC, Chemistry, Computer Science A, English Language and Composition, English Literature and Composition, Macroeconomics, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, United States Government and Politics, United States History, World History",,7:45 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"485 Clawson Street
Staten Island, NY 10306
(40.567913003000456, -74.11536224299965)"
32K168,The Brooklyn School for Math and Research,Brooklyn,9,12,11237,203,,,,8:15 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"400 Irving Avenue
Brooklyn, NY 11237
(40.696961848000456, -73.91081593899963)"
32K403,Academy for Environmental Leadership,Brooklyn,9,12,11237,352,,"Calculus AB, English Literature and Composition, Environmental Science, Microeconomics, Studio Art: Drawing",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"400 Irving Avenue
Brooklyn, NY 11237
(40.696961848000456, -73.91081593899963)"
32K545,EBC High School for Public Service - Bushwick,Brooklyn,9,12,11221,513,,"Calculus AB, English Language and Composition, English Literature and Composition, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States History",,8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1155 Dekalb Avenue
Brooklyn, NY 11221
(40.694481845000496, -73.92915352799963)"
32K549,Bushwick School for Social Justice,Brooklyn,9,12,11237,416,,"English Language and Composition, United States History",,8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"400 Irving Avenue
Brooklyn, NY 11237
(40.696961848000456, -73.91081593899963)"
32K552,Academy of Urban Planning,Brooklyn,9,12,11237,313,,"Calculus AB, English Language and Composition, Microeconomics, Spanish Language and Culture, Studio Art: Drawing",,8:15 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"400 Irving Avenue
Brooklyn, NY 11237
(40.696961848000456, -73.91081593899963)"
